index,u,p
0,0.0,0.1999999999999993
1,0.005025125628140704,0.18049255244298124
2,0.010050251256281407,0.1716066828135876
3,0.01507537688442211,0.16581670304209162
4,0.020100502512562814,0.1615244521102266
5,0.02512562814070352,0.15811688317668704
6,0.03015075376884422,0.15529344611183582
7,0.035175879396984924,0.15288441276030085
8,0.04020100502512563,0.15078455913976718
9,0.04522613065326633,0.14892415974358109
10,0.05025125628140704,0.14725464046416903
11,0.05527638190954774,0.14574081433980268
12,0.06030150753768844,0.14435637988074568
13,0.06532663316582915,0.14308116434392204
14,0.07035175879396985,0.14189935875059412
15,0.07537688442211056,0.14079834530399182
16,0.08040201005025126,0.1397678936636666
17,0.08542713567839195,0.13879959511651307
18,0.09045226130653267,0.13788645489342777
19,0.09547738693467336,0.13702259241660997
20,0.10050251256281408,0.13620301692590964
21,0.10552763819095477,0.13542345683588586
22,0.11055276381909548,0.13468022809557567
23,0.11557788944723618,0.1339701313259738
24,0.12060301507537688,0.13329037050574044
25,0.12562814070351758,0.13263848800878542
26,0.1306532663316583,0.13201231220238085
27,0.135678391959799,0.1314099148015213
28,0.1407035175879397,0.1308295758792717
29,0.1457286432160804,0.13026975494181592
30,0.15075376884422112,0.12972906684978902
31,0.15577889447236182,0.12920626164367022
32,0.16080402010050251,0.1287002075379302
33,0.1658291457286432,0.1282098765052666
34,0.1708542713567839,0.12773433199178186
35,0.17587939698492464,0.12727271839625232
36,0.18090452261306533,0.12682425201811753
37,0.18592964824120603,0.12638821323504423
38,0.19095477386934673,0.12596393971500852
39,0.19597989949748745,0.12555082050312372
40,0.20100502512562815,0.12514829085136192
41,0.20603015075376885,0.12475582768203708
42,0.21105527638190955,0.12437294559410361
43,0.21608040201005024,0.12399919333619636
44,0.22110552763819097,0.12363415068250205
45,0.22613065326633167,0.12327742565752864
46,0.23115577889447236,0.1229286520640489
47,0.23618090452261306,0.12258748727536606
48,0.24120603015075376,0.12225361025872594
49,0.24623115577889448,0.12192671980143288
50,0.25125628140703515,0.12160653291525136
51,0.2562814070351759,0.12129278339804017
52,0.2613065326633166,0.12098522053437755
53,0.2663316582914573,0.12068360791939448
54,0.271356783919598,0.1203877223920582
55,0.2763819095477387,0.12009735306593328
56,0.2814070351758794,0.11981230044688829
57,0.2864321608040201,0.11953237562862817
58,0.2914572864321608,0.11925739955788295
59,0.2964824120603015,0.11898720236222005
60,0.30150753768844224,0.11872162273412634
61,0.3065326633165829,0.11846050736585312
62,0.31155778894472363,0.11820371043004663
63,0.3165829145728643,0.11795109310181573
64,0.32160804020100503,0.11770252311833396
65,0.32663316582914576,0.11745787437247124
66,0.3316582914572864,0.11721702653737864
67,0.33668341708542715,0.11697986471922484
68,0.3417085427135678,0.11674627913560265
69,0.34673366834170855,0.11651616481734628
70,0.35175879396984927,0.11628942133175535
71,0.35678391959798994,0.11606595252541929
72,0.36180904522613067,0.11584566628498116
73,0.36683417085427134,0.11562847431437007
74,0.37185929648241206,0.11541429192716635
75,0.3768844221105528,0.11520303785287567
76,0.38190954773869346,0.11499463405601063
77,0.3869346733668342,0.11478900556698335
78,0.3919597989949749,0.11458608032388895
79,0.3969849246231156,0.11438578902435381
80,0.4020100502512563,0.11418806498669731
81,0.40703517587939697,0.11399284401968934
82,0.4120603015075377,0.11380006430031564
83,0.4170854271356784,0.11360966625890967
84,0.4221105527638191,0.11342159247119454
85,0.4271356783919598,0.11323578755667363
86,0.4321608040201005,0.11305219808298084
87,0.4371859296482412,0.11287077247574118
88,0.44221105527638194,0.11269146093359339
89,0.4472361809045226,0.11251421534799277
90,0.45226130653266333,0.11233898922750996
91,0.457286432160804,0.11216573762629523
92,0.4623115577889447,0.11199441707645796
93,0.46733668341708545,0.11182498552409825
94,0.4723618090452261,0.11165740226876153
95,0.47738693467336685,0.11149162790608536
96,0.4824120603015075,0.11132762427346421
97,0.48743718592964824,0.11116535439851027
98,0.49246231155778897,0.11100478245017698
99,0.49748743718592964,0.11084587369234811
100,0.5025125628140703,0.11068859443976464
101,0.507537688442211,0.11053291201614712
102,0.5125628140703518,0.11037879471437861
103,0.5175879396984925,0.1102262117586239
104,0.5226130653266332,0.11007513326829255
105,0.5276381909547738,0.10992553022371787
106,0.5326633165829145,0.10977737443346314
107,0.5376884422110553,0.10963063850316246
108,0.542713567839196,0.10948529580582012
109,0.5477386934673367,0.10934132045346168
110,0.5527638190954774,0.10919868727010495
111,0.5577889447236181,0.10905737176593
112,0.5628140703517588,0.10891735011262149
113,0.5678391959798995,0.10877859911981069
114,0.5728643216080402,0.10864109621254059
115,0.577889447236181,0.10850481940973111
116,0.5829145728643216,0.10836974730357163
117,0.5879396984924623,0.10823585903979982
118,0.592964824120603,0.10810313429881013
119,0.5979899497487438,0.10797155327758112
120,0.6030150753768845,0.10784109667233821
121,0.6080402010050251,0.10771174566194652
122,0.6130653266331658,0.10758348189199474
123,0.6180904522613065,0.10745628745951308
124,0.6231155778894473,0.10733014489831483
125,0.628140703517588,0.10720503716494711
126,0.6331658291457286,0.10708094762516929
127,0.6381909547738693,0.10695786004099439
128,0.6432160804020101,0.10683575855822092
129,0.6482412060301508,0.10671462769446194
130,0.6532663316582915,0.10659445232763076
131,0.6582914572864321,0.10647521768486534
132,0.6633165829145728,0.10635690933189146
133,0.6683417085427136,0.10623951316275893
134,0.6733668341708543,0.10612301538999525
135,0.678391959798995,0.106007402535095
136,0.6834170854271356,0.1058926614193858
137,0.6884422110552764,0.10577877915521583
138,0.6934673366834171,0.10566574313745924
139,0.6984924623115578,0.1055535410353432
140,0.7035175879396985,0.10544216078455726
141,0.7085427135678392,0.10533159057964347
142,0.7135678391959799,0.10522181886665649
143,0.7185929648241206,0.10511283433609897
144,0.7236180904522613,0.10500462591606308
145,0.7286432160804021,0.10489718276565974
146,0.7336683417085427,0.10479049426863618
147,0.7386934673366834,0.10468455002722266
148,0.7437185929648241,0.10457933985620116
149,0.7487437185929648,0.10447485377715182
150,0.7537688442211056,0.10437108201291245
151,0.7587939698492463,0.10426801498220684
152,0.7638190954773869,0.1041656432944631
153,0.7688442211055276,0.10406395774478838
154,0.7738693467336684,0.10396294930912653
155,0.7788944723618091,0.1038626091395507
156,0.7839195979899498,0.1037629285597248
157,0.7889447236180904,0.10366389906050877
158,0.7939698492462312,0.1035655122956829
159,0.7989949748743719,0.1034677600778462
