index,u,p
0,0.0,1.0
1,0.005025125628140704,0.976591062931579
2,0.010050251256281407,0.9659280193763049
3,0.01507537688442211,0.9589800436505111
4,0.020100502512562814,0.9538293425322735
5,0.02512562814070352,0.9497402598120246
6,0.03015075376884422,0.9463521353342035
7,0.035175879396984924,0.9434612953123604
8,0.04020100502512563,0.9409414709677204
9,0.04522613065326633,0.9387089916922982
10,0.05025125628140704,0.936705568557004
11,0.05527638190954774,0.9348889772077627
12,0.06030150753768844,0.9332276558568964
13,0.06532663316582915,0.931697397212707
14,0.07035175879396985,0.9302792305007141
15,0.07537688442211056,0.92895801436479
16,0.08040201005025126,0.9277214723964011
17,0.08542713567839195,0.9265595141398162
18,0.09045226130653267,0.9254637458721131
19,0.09547738693467336,0.9244271108999325
20,0.10050251256281408,0.9234436203110921
21,0.10552763819095477,0.9225081482030646
22,0.11055276381909548,0.921616273714692
23,0.11557788944723618,0.9207641575911687
24,0.12060301507537688,0.9199484446068897
25,0.12562814070351758,0.9191661856105444
26,0.1306532663316583,0.9184147746428568
27,0.135678391959799,0.9176918977618271
28,0.1407035175879397,0.9169954910551272
29,0.1457286432160804,0.9163237059301785
30,0.15075376884422112,0.9156748802197487
31,0.15577889447236182,0.9150475139724055
32,0.16080402010050251,0.9144402490455175
33,0.1658291457286432,0.9138518518063208
34,0.1708542713567839,0.9132811983901394
35,0.17587939698492464,0.9127272620755029
36,0.18090452261306533,0.9121891024217419
37,0.18592964824120603,0.9116658558820525
38,0.19095477386934673,0.9111567276580121
39,0.19597989949748745,0.9106609846037479
40,0.20100502512562815,0.9101779490216337
41,0.20603015075376885,0.9097069932184443
42,0.21105527638190955,0.9092475347129252
43,0.21608040201005024,0.9087990320034347
44,0.22110552763819097,0.908360980819003
45,0.22613065326633167,0.9079329107890359
46,0.23115577889447236,0.9075143824768581
47,0.23618090452261306,0.9071049847304398
48,0.24120603015075376,0.9067043323104702
49,0.24623115577889448,0.9063120637617192
50,0.25125628140703515,0.9059278394983021
51,0.2562814070351759,0.9055513400776487
52,0.2613065326633166,0.9051822646412546
53,0.2663316582914573,0.9048203295032735
54,0.271356783919598,0.9044652668704707
55,0.2763819095477387,0.9041168236791197
56,0.2814070351758794,0.9037747605362672
57,0.2864321608040201,0.9034388507543554
58,0.2914572864321608,0.9031088794694604
59,0.2964824120603015,0.9027846428346642
60,0.30150753768844224,0.9024659472809535
61,0.3065326633165829,0.9021526088390246
62,0.31155778894472363,0.9018444525160554
63,0.3165829145728643,0.9015413117221787
64,0.32160804020100503,0.9012430277420016
65,0.32663316582914576,0.9009494492469656
66,0.3316582914572864,0.9006604318448534
67,0.33668341708542715,0.9003758376630717
68,0.3417085427135678,0.9000955349627251
69,0.34673366834170855,0.8998193977808171
70,0.35175879396984927,0.8995473055981069
71,0.35678391959798994,0.8992791430305029
72,0.36180904522613067,0.8990147995419768
73,0.36683417085427134,0.8987541691772432
74,0.37185929648241206,0.8984971503126005
75,0.3768844221105528,0.8982436454234506
76,0.38190954773869346,0.8979935608672136
77,0.3869346733668342,0.8977468066803809
78,0.3919597989949749,0.8975032963886669
79,0.3969849246231156,0.8972629468292261
80,0.4020100502512563,0.897025677984038
81,0.40703517587939697,0.8967914128236281
82,0.4120603015075377,0.8965600771603786
83,0.4170854271356784,0.8963315995106935
84,0.4221105527638191,0.8961059109654332
85,0.4271356783919598,0.8958829450680099
86,0.4321608040201005,0.8956626376995764
87,0.4371859296482412,0.8954449269708906
88,0.44221105527638194,0.8952297531203115
89,0.4472361809045226,0.8950170584175936
90,0.45226130653266333,0.8948067870730121
91,0.457286432160804,0.8945988851515541
92,0.4623115577889447,0.8943933004917497
93,0.46733668341708545,0.8941899826289177
94,0.4723618090452261,0.893988882722514
95,0.47738693467336685,0.8937899534873033
96,0.4824120603015075,0.8935931491281579
97,0.48743718592964824,0.8933984252782139
98,0.49246231155778897,0.8932057389402139
99,0.49748743718592964,0.8930150484308186
100,0.5025125628140703,0.8928263133277188
101,0.507537688442211,0.8926394944193774
102,0.5125628140703518,0.8924545536572541
103,0.5175879396984925,0.8922714541103485
104,0.5226130653266332,0.8920901599219526
105,0.5276381909547738,0.891910636268463
106,0.5326633165829145,0.8917328493201566
107,0.5376884422110553,0.8915567662037969
108,0.542713567839196,0.8913823549669839
109,0.5477386934673367,0.8912095845441552
110,0.5527638190954774,0.8910384247241261
111,0.5577889447236181,0.8908688461191154
112,0.5628140703517588,0.8907008201351463
113,0.5678391959798995,0.8905343189437733
114,0.5728643216080402,0.8903693154550485
115,0.577889447236181,0.8902057832916768
116,0.5829145728643216,0.8900436967642875
117,0.5879396984924623,0.8898830308477592
118,0.592964824120603,0.8897237611585727
119,0.5979899497487438,0.8895658639330986
120,0.6030150753768845,0.8894093160068053
121,0.6080402010050251,0.889254094794337
122,0.6130653266331658,0.8891001782703949
123,0.6180904522613065,0.8889475449514155
124,0.6231155778894473,0.8887961738779797
125,0.628140703517588,0.8886460445979374
126,0.6331658291457286,0.8884971371502051
127,0.6381909547738693,0.8883494320491945
128,0.6432160804020101,0.8882029102698663
129,0.6482412060301508,0.8880575532333559
130,0.6532663316582915,0.8879133427931567
131,0.6582914572864321,0.8877702612218386
132,0.6633165829145728,0.8876282911982702
133,0.6683417085427136,0.8874874157953112
134,0.6733668341708543,0.8873476184679951
135,0.678391959798995,0.8872088830421152
136,0.6834170854271356,0.8870711937032638
137,0.6884422110552764,0.8869345349862598
138,0.6934673366834171,0.8867988917649523
139,0.6984924623115578,0.886664249242413
140,0.7035175879396985,0.8865305929414689
141,0.7085427135678392,0.8863979086955727
142,0.7135678391959799,0.8862661826399894
143,0.7185929648241206,0.8861354012033189
144,0.7236180904522613,0.8860055510992755
145,0.7286432160804021,0.8858766193187932
146,0.7336683417085427,0.8857485931223632
147,0.7386934673366834,0.8856214600326666
148,0.7437185929648241,0.8854952078274412
149,0.7487437185929648,0.8853698245325816
150,0.7537688442211056,0.8852452984154944
151,0.7587939698492463,0.8851216179786494
152,0.7638190954773869,0.8849987719533559
153,0.7688442211055276,0.8848767492937473
154,0.7738693467336684,0.8847555391709516
