index,u,p
0,0.0,1.0
1,0.005025125628140704,0.990246276221491
2,0.010050251256281407,0.9858033414067942
3,0.01507537688442211,0.9829083515210462
4,0.020100502512562814,0.9807622260551137
5,0.02512562814070352,0.9790584415883439
6,0.03015075376884422,0.9776467230559183
7,0.035175879396984924,0.9764422063801508
8,0.04020100502512563,0.9753922795698831
9,0.04522613065326633,0.9744620798717909
10,0.05025125628140704,0.9736273202320849
11,0.05527638190954774,0.9728704071699008
12,0.06030150753768844,0.9721781899403732
13,0.06532663316582915,0.9715405821719614
14,0.07035175879396985,0.9709496793752974
15,0.07537688442211056,0.9703991726519963
16,0.08040201005025126,0.9698839468318337
17,0.08542713567839195,0.969399797558256
18,0.09045226130653267,0.9689432274467142
19,0.09547738693467336,0.9685112962083045
20,0.10050251256281408,0.9681015084629552
21,0.10552763819095477,0.9677117284179433
22,0.11055276381909548,0.9673401140477882
23,0.11557788944723618,0.9669850656629873
24,0.12060301507537688,0.9666451852528706
25,0.12562814070351758,0.9663192440043931
26,0.1306532663316583,0.9660061561011908
27,0.135678391959799,0.965704957400761
28,0.1407035175879397,0.9654147879396362
29,0.1457286432160804,0.9651348774709083
30,0.15075376884422112,0.9648645334248949
31,0.15577889447236182,0.9646031308218355
32,0.16080402010050251,0.9643501037689655
33,0.1658291457286432,0.9641049382526337
34,0.1708542713567839,0.9638671659958913
35,0.17587939698492464,0.9636363591981256
36,0.18090452261306533,0.9634121260090591
37,0.18592964824120603,0.9631941066175216
38,0.19095477386934673,0.9629819698575046
39,0.19597989949748745,0.9627754102515622
40,0.20100502512562815,0.9625741454256804
41,0.20603015075376885,0.9623779138410189
42,0.21105527638190955,0.9621864727970522
43,0.21608040201005024,0.9619995966680976
44,0.22110552763819097,0.9618170753412514
45,0.22613065326633167,0.9616387128287647
46,0.23115577889447236,0.9614643260320239
47,0.23618090452261306,0.9612937436376825
48,0.24120603015075376,0.9611268051293624
49,0.24623115577889448,0.9609633599007159
50,0.25125628140703515,0.960803266457626
51,0.2562814070351759,0.9606463916990204
52,0.2613065326633166,0.9604926102671891
53,0.2663316582914573,0.9603418039596976
54,0.271356783919598,0.9601938611960295
55,0.2763819095477387,0.960048676532967
56,0.2814070351758794,0.9599061502234445
57,0.2864321608040201,0.9597661878143144
58,0.2914572864321608,0.9596286997789418
59,0.2964824120603015,0.9594936011811104
60,0.30150753768844224,0.9593608113670635
61,0.3065326633165829,0.9592302536829269
62,0.31155778894472363,0.9591018552150237
63,0.3165829145728643,0.9589755465509082
64,0.32160804020100503,0.9588512615591673
65,0.32663316582914576,0.9587289371862351
66,0.3316582914572864,0.9586085132686888
67,0.33668341708542715,0.9584899323596128
68,0.3417085427135678,0.9583731395678017
69,0.34673366834170855,0.9582580824086735
70,0.35175879396984927,0.958144710665878
71,0.35678391959798994,0.95803297626271
72,0.36180904522613067,0.95792283314249
73,0.36683417085427134,0.9578142371571845
74,0.37185929648241206,0.9577071459635835
75,0.3768844221105528,0.9576015189264382
76,0.38190954773869346,0.9574973170280057
77,0.3869346733668342,0.957394502783492
78,0.3919597989949749,0.9572930401619448
79,0.3969849246231156,0.9571928945121773
80,0.4020100502512563,0.957094032493349
81,0.40703517587939697,0.956996422009845
82,0.4120603015075377,0.9569000321501582
83,0.4170854271356784,0.9568048331294552
84,0.4221105527638191,0.9567107962355976
85,0.4271356783919598,0.9566178937783372
86,0.4321608040201005,0.9565260990414899
87,0.4371859296482412,0.9564353862378709
88,0.44221105527638194,0.9563457304667962
89,0.4472361809045226,0.9562571076739967
90,0.45226130653266333,0.9561694946137553
91,0.457286432160804,0.956082868813148
92,0.4623115577889447,0.9559972085382293
93,0.46733668341708545,0.9559124927620495
94,0.4723618090452261,0.9558287011343811
95,0.47738693467336685,0.955745813953043
96,0.4824120603015075,0.9556638121367325
97,0.48743718592964824,0.9555826771992555
98,0.49246231155778897,0.9555023912250888
99,0.49748743718592964,0.9554229368461744
100,0.5025125628140703,0.9553442972198827
